Expt.,SLN
-3.942,S(C[2]=CHCH=C(CH=CH@2)CH3)(OC[17]=C(CH=CHCH=CH@17)CH3)(=O)=O
-0.731,CH(CH2C[6]=CHCH=C(CH=CH@6)OH)(C(OH)=O)NHC(CH2NH2)=O
-4.446,C[1](C[2]=C(CH=C(CH=@1)OCH3)CH=CHCH=N@2)NHC(C[24]=CHN=CHCH=CH@24)=O
-3.553,C[1](=C(CH=CHCH=CH@1)OH)N=[S=I]C(CH2C(=O)CH3)CH3
-3.211,C[1](=C(CH=C(CH=CH@1)N[+1](O[-1])=O)NH2)OCH2CH3
-3.813,C[1](C(OCH2CH2CH2CH2CH3)=O)=CHCH=C(CH=CH@1)OH
-3.949,C[1](C(OCH2CH2CH2CH2CH2CH3)=O)=CHCH=C(CH=CH@1)OH
-2.155,S(C[2]=CHC(C(=O)NH2)=CHCH=CH@2)(=O)(=O)NH2
-3.638,C[1](=C(CH=CHCH=CH@1)OH)N=[S=I]CHC[16]=C(CH=CHCH=CH@16)NH2
-4.073,C[1](C(OCH2CH2CH2CH2CH2CH2CH3)=O)=CHCH=C(CH=CH@1)OH
-3.047,C[1](S(OCH3)(=O)=O)=CHCH=C(CH=CH@1)C(OH)=O
-6.042,C[1](C(OCH2CH=[S=N]CHC[11]=CHCH=CHCH=CH@11)=O)=C(CH=CHCH=CH@1)NH2
-1.413,CH(C[3]=CHCH=CHCH=CH@3)(C(NHCH2C(OH)=O)=O)NH2
-3.881,P(OC[3]N=C(N=C(CH=@3)CH3)CH(CH3)CH3)(OCH2CH3)(OCH2CH3)=S
-1.886,C[1](N=[S=N]C(CH2C(=O)CH3)CH3)=CHCH=C(CH=CH@1)N=[S=N]C(CH2C(=O)CH3)CH3
-3.177,C[1](C(=NC[4]=C(N=@1)C(NHCH=N@4)=O)C[14]=CHCH=CHCH=CH@14)C[25]=CHCH=CHCH=CH@25
-3.913,C[1]=C(CH=C(N=C@1CH=CHCH=CH@1)OCH2CH2CH2CH3)C(NHCH2CH2N(CH2CH3)CH2CH3)=O
-3.921,N(C[2]=CHCH=CHCH=CH@2)(C(SCH2C[18]=CHCH=CHCH=CH@18)=S)CH2C(OH)=O
-3.414,C[1](S(NHC[5]SC(=NN=@5)CH(CH3)CH3)(=O)=O)=CHCH=C(CH=CH@1)NH2
-3.308,C[1](S(NHC[5]SC(=NN=@5)CH2CH2CH3)(=O)=O)=CHCH=C(CH=CH@1)NH2
-2.656,CH(C(NHCH(CH2C[11]=CHCH=CHCH=CH@11)C(OCH3)=O)=O)(NHC(C(F)(F)F)=O)CH2C(OH)=O
-3.841,C[1]=C(C(=CHC(C@1=O)=O)NH2)CH=CHCH=CH@1
-4.222,C[1](C(OCH2CH2CH2CH2CH2CH2CH2CH3)=O)=CHCH=C(CH=CH@1)OH
-3.078,P(C[2]=CHCH=CHCH=CH@2)(CH2CH2C(OH)=O)(OH)=O
-4.235,C[1]C[2]=C(CH2C=@1CH=C(CH=CH@1)NHC(=O)CH3)CH=CHCH=CH@2
-0.985,C[1](=C(N[+1](O[-1])=O)CH=CHC(=CH@1)Cl)NHC(=O)CH3
-1.492,CH(C(OH)=O)(CH2C[10]=CHCH=CHCH=CH@10)NHCH2CH2C#N
-4.021,S(C[2]=CHCH=C(CH=CH@2)C(OH)=O)(N(CH2CH2CH3)CH2CH2CH3)(=O)=O
-3.314,C[1](=CHC(=C(CH=CH@1)OH)I)C(OCH3)=O
-3.223,C[1](C(OCH2CH3)=O)=CHC(=C(CH=CH@1)OH)Cl
-3.492,C[1](C(OCH2CH3)=O)=CHC(=C(CH=CH@1)OH)I
-3.687,C[1](C(OCH2CH2CH3)=O)=CHC(=C(CH=CH@1)OH)I
-1.826,N[1](C(C(=C(N@1CH3)CH3)NHC(NHCH2CH3)=O)=O)C[28]=CHCH=CHCH=CH@28
-2.302,S(C[2]=CHCH=C(CH=CH@2)C(=O)NH2)(=O)(=O)NH2
-3.903,C[1](C(OCH2CH2CH2CH3)=O)=CHC(=C(CH=CH@1)OH)I
-3.823,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC[17]SC(=NN=@17)CH2CH(CH3)CH3)(=O)=O
-4.418,N(C(C[3]=CHCH=C(CH=CH@3)CH3)=O)(C[18]=CHCH=C(CH=CH@18)Cl)OH
-3.672,C(C[2]=C(CH=C(CH=CH@2)Cl)Cl)(N(C[14]=CHCH=CHCH=CH@14)OH)=O
-4.193,C[1](N(C(CH2Cl)=O)CH2OCH2CH2CH2CH3)=C(CH=CHCH=C@1CH2CH3)CH2CH3
-6.005,P(C[2]=CHCH=C(CH=CH@2)C(OH)=O)(C[16]=CHCH=C(CH=CH@16)C(OH)=O)(C[30]=CHCH=CHCH=CH@30)=O
-3.079,C[1](C[2]=NC[4]=C(C(NH@2)=O)CH=CHCH=CH@4)=C(S(=O)(=O)NH2)CH=CHCH=CH@1
-4.169,C[1]H(C[3]=C(OC[6]=C@1CH=CHCH=CH@6)CH=CHCH=CH@3)NHC(NHN=C(CH3)CH3)=O
-1.408,C[1]H(CH(CH(CH(CH(CH@1OH)OH)NH2)OH)OH)OH
-2.723,C[1](NHC(CH=[S=N]CHC(OH)=O)=O)=CHCH=CHCH=CH@1
-4.066,P(C[2]=CHCH=C(CH=CH@2)C(OH)=O)(C[16]=CHCH=CHCH=CH@16)(OH)=O
-4.151,C[1](S(NHC[5]=NC(=CHS@5)CH3)(=O)=O)=CHCH=C(CH=CH@1)NHC(=O)CH3
-3.047,C[1](N(C(CH2Cl)=O)CH2OCH3)=C(CH=CHCH=C@1CH2CH3)CH2CH3
-3.651,C[1](S(NHC[5]=NC[7]=C(CH=N@5)CH2CH2CH2CH2@7)(=O)=O)=CHCH=C(CH=CH@1)NH2
-0.045,C[1]H(N(C(N(C@1=O)CH3)=O)CH2C(OH)=O)CH2C[23]=CHCH=C(CH=CH@23)OH
-1.575,CH(CH2C[6]=CHCH=C(CH=CH@6)OH)(NHC(CH(CH2CH(CH3)CH3)NH2)=O)C(OH)=O
-0.66,C[1]H(NHC(NHCH2CH2N(CH3)CH3)=O)CH2CH2CH2CH2CH2@1
-2.351,C[1](C(OCH(CH2N(CH2CH3)CH2CH3)CH3)=O)=CHCH=C(CH=CH@1)NH2
-2.384,C[1](C(OCH2CH(N(CH2CH3)CH2CH3)CH3)=O)=CHCH=C(CH=CH@1)NH2
-2.069,CH(NHC(CH(CH2C[11]=CHCH=C(CH=CH@11)OH)NH2)=O)(C(OH)=O)CH2CH(CH3)CH3
-1.489,C[1](C[2](C(CH2CH2CH@1C[12]HC(CH2CH@1OH)(C(CH2CH2@12)(C(CH2OH)=O)OH)CH3)=CHC(CH2CH2@2)=O)CH3)F
-1.629,N[1](C(C(=C(N@1CH3)CH3)NHC(NHCH2CH2CH2CH3)=O)=O)C[34]=CHCH=CHCH=CH@34
-1.323,C[1](NHC(CH2SC(=O)NH2)=O)=CHCH=CHCH=CH@1
-3.847,C[1](C(C(C[4]OCH=CHCH=@4)=O)=NON[+1]=@1O[-1])C(C[18]OCH=CHCH=@18)=O
-0.484,C(C(NHC[5]=CHCH=CHCH=CH@5)=O)(CH2C(OH)=O)(CH2C(OH)=O)OH
-0.297,C[1]HCH(CH(CH2CH2CH@1OH)OH)CH2CH2C(CH@1CH3)=O
-2.39,C[1](C(CH2CH2CH(CH2@1)CH(CH3)CH3)=[S=N]NOH)=[S=N]NOH
-3.965,C(C[2]HCH2C(C(CH2CH2@2)=[S=N]NOH)=[S=I]NOH)(CH2CH3)(CH3)CH3
-6.406,C(C[2]HCH2C(C(CH2CH2@2)=[S=N]NOH)=[S=I]NOH)(CH2C(CH3)(CH3)CH3)(CH3)CH3
-1.022,C[1](CH2CH(C(OH)=O)NHCH3)=CHC(=C(CH=CH@1)OH)OH
-3.943,C[1](C[2]=C(CH=CHCH=@1)CH=CHCH=CH@2)C(N(C[20]=CHCH=CHCH=CH@20)OH)=O
-2.885,C[1](=CHC(=C(CH=CH@1)Cl)Cl)SCH2CH(C(OH)=O)NHC(=O)CH3
-2.703,C[1](=CHCH=C(CH=CH@1)NHC(NHCH2CH2C(OH)=O)=O)N[+1](O[-1])=O
-2.311,C[1](=C(CH=CHCH=C@1Cl)Cl)SCH2CH(C(OH)=O)NHC(=O)CH3
-1.679,CH(N(CH2CH2C#N)CH2CH2C#N)(CH2C[23]=CHCH=C(CH=CH@23)OH)C(OH)=O
-5.083,C[1](CH(C[4]HCH(CH2CH2@1)C[14](C(CH2CH2@4)=CHC(CH2CH2@14)=O)CH3)CH2CH2CH@1OC(CH2CH2C(OH)=O)=O)CH3
-3.845,C[1](C[2](C(CH2CH2CH@1C[12]HC(CH2CH@1OH)(C(CH(CH2@12)CH3)(C(CH2OH)=O)OH)CH3)=CHC(CH=CH@2)=O)CH3)F
-2.908,N[1](C(CH(N(C@1=O)CH2C(OH)=O)CH2C[18]=CHCH=CHCH=CH@18)=O)C[30]=CHCH=CHCH=CH@30
-1.523,C[1](C[2]HCH2CH(C(C@1=O)=O)CH2CH2@2)(CH3)CH3
-1.256,C[1](CH(C(OCH2CH3)=O)OH)=CHCH=CHCH=CH@1
-1.781,C[1](C(CH(CH2C@1=O)CH2CH2@1)(C(OH)=O)CH3)CH3
-2.523,C[1](C(CH(C(C@1=[S=N]NOH)=[S=N]NOH)CH2CH2@1)(CH3)CH3)CH3
-0.885,S(C[2]=CHCH=CHCH=CH@2)(CH(C(=O)OH)CH3)(=O)=O
-1.225,CH(NHC(C[6]=CHCH=CHCH=CH@6)=O)(CH(OH)CH3)C(OH)=O
-1.225,C[1](CH(C(OH)=O)SCH2C(OH)=O)=CHCH=CHCH=CH@1
0.385,C[1](NHC(CH2CH(C(OH)=O)CH3)=O)=CHCH=CHCH=CH@1
-2.096,C(CH(OC(C[6]=CHCH=CHCH=CH@6)=O)CH3)(N(CH2CH3)CH2CH3)=O
-0.865,S(CH(C(N(CH3)CH3)=O)CH3)(C[19]=CHCH=CHCH=CH@19)(=O)=O
-1.74,CH(NHC(C[6]=CHCH=CHCH=CH@6)=O)(CH(OCH3)CH3)C(OH)=O
-2.158,CH(CH2C[6]=CHCH=CHCH=CH@6)(C(OH)=O)NHCH2C(OH)=O
-3.551,C[1](=C(CH=C(C(=CH@1)Cl)Cl)Cl)OCH(C(OH)=O)CH3
-1.795,C[1](C(NHCH(C(=O)OH)CH3)=O)=CHC(N[+1](O[-1])=O)=CHCH=CH@1
-2.594,C[1](CH2CH(C(OH)=O)NHCH2C(OH)=O)=CHCH=C(CH=CH@1)OH
-2.111,C[1]H(CH(NHC(=[S=N]CHC(=O)CH3)CH3)CH2CH2CH2CH2@1)NHC(=[S=N]CHC(=O)CH3)CH3
-3.102,N(C[2]=CHCH=CHCH=CH@2)(C[13]=CHCH=CHCH=CH@13)N=[S=N]CHCH(CH(CH(CH2OH)OH)OH)OH
-4.155,C[1](C(CH2CH2CH@1C[11]HCH(CH2CH2@1)C[21](C(CH2CH2@11)=CHC(CH2CH2@21)=O)CH3)(CH(OH)CH3)OH)CH3
-4.347,C[1](C[2]=CHCH=C(CH=CH@2)CH3)(CH2CH2N(CH2CH2@1)CH2CH2CH2C(C[39]=CHCH=C(CH=CH@39)F)=O)OH
-4.823,C[1](CH(C[4]HCH(CH2CH2@1)C[14](CH(CH(CH2@4)OH)CH2CH(CH2CH2@14)OH)CH3)CH2CH2CH@1CH(CH2CH2C(OH)=O)CH3)CH3
-3.569,C[1](CH(C[4]HCH(CH2CH@1OH)C[15](CH(CH2CH2@4)CH2CH(CH2CH2@15)OH)CH3)CH2CH2CH@1CH(CH2CH2C(OH)=O)CH3)CH3
-4.806,C[1](CH(C[4]HCH(CH2CH2@1)C[14](CH(CH2CH@4OH)CH2CH(CH2CH2@14)OH)CH3)CH2CH2CH@1CH(CH2CH2C(OH)=O)CH3)CH3
-3.409,C[1](CH(C(OH)=O)SCH2CH2SCH(C[18]=CHCH=CHCH=CH@18)C(OH)=O)=CHCH=CHCH=CH@1
-1.469,C[1](CH2CH(C(NHCH2C(NHCH2C(OH)=O)=O)=O)NH2)=CHCH=C(CH=CH@1)OH
-2.304,N[1](C(C(=C(N@1CH3)CH3)NHC(NHC[19]=CHCH=CHCH=CH@19)=O)=O)C[32]=CHCH=CHCH=CH@32
-1.787,C[1](C(N(C(NHC@1=O)=O)CH2CH(CH2OH)OH)=O)(C[23]=CHCH=CHCH=CH@23)CH2CH3
-1.983,C[1](C(CH2CH(CH3)CH3)=O)=CHC(=C(CH=CH@1)OH)CH3
-1.324,C[1](C(CH(CH2CH2CH@1CH3)CH3)=[S=N]NOH)=[S=I]NOH
-1.833,C[1](C(CH2CH2CH(CH2@1)CH2CH3)=[S=I]NOH)=[S=N]NOH
-5.436,C[1]=C(C(=C(CH=C@1OCH3)OH)CH2CH=C(CH3)CH3)OCH(CH2C@1=O)C[37]=CHCH=C(CH=CH@37)OH
-3.389,C[1](C(OCH2CH3)=O)=CHC(=C(CH=CH@1)OH)Br
-3.325,C[1](C[2]=CHCH=CHCH=CH@2)=CHCH=C(CH=CH@1)CH2C(=O)NH2
-3.378,C[1](C(OCH2CH2CH3)=O)=CHC(=C(CH=CH@1)OH)Cl
-3.51,C[1](C(OCH2CH2CH3)=O)=CHC(=C(CH=CH@1)OH)Br
-3.072,C[1](C[2]=C(S(O@1)(=O)=O)CH=CHCH=CH@2)(C[16]=CHCH=C(CH=CH@16)OH)C[28]=CHCH=C(CH=CH@28)OH
-2.798,C[1](=C(CH=C(CH=CH@1)N[+1](O[-1])=O)NH2)OCH2CH=CH2
-1.161,C[1](N(C(=O)NH2)CH3)=CHCH=C(CH=CH@1)OCH3
-6.237,C[1]=C(CH=C(CH=CH@1)OP(OCH2CH3)(OCH2CH3)=S)OC(C(=C@1CH3)Cl)=O
-1.743,C[1]H(OCH2CH=[S=N]NNHC(=O)NH2)CH2CH2CH2CH2CH2@1
-1.658,C[1](N(C(=O)NH2)CH3)=CHCH=C(CH=CH@1)OCH2CH3
-3.818,C[1](=C(CH=C(CH=CH@1)N[+1](O[-1])=O)NH2)OCH2CH2CH2CH3
-1.526,C[1](=C(CH=CHC(=CH@1)CH3)OCH3)S(=O)(=O)NH2
-3.514,C[1](C(OCH2CH2CH2CH3)=O)=CHC(=C(CH=CH@1)OH)Cl
-3.673,C[1](C(OCH2CH2CH2CH3)=O)=CHC(=C(CH=CH@1)OH)Br
-3.16,C[1](=C(CH=CHC(=CH@1)Cl)OCH2C(=S)OH)CH3
-3.954,C[1](C(OCH2CH2CH2CH2CH3)=O)=CHC(=C(CH=CH@1)OH)Cl
-4.096,C[1](C(OCH2CH2CH2CH2CH3)=O)=CHC(=C(CH=CH@1)OH)Br
-4.223,C[1](C(OCH2CH2CH2CH2CH3)=O)=CHC(=C(CH=CH@1)OH)I
-2.657,C[1](=C(CH=C(CH=CH@1)N[+1](O[-1])=O)NH2)OCH(CH3)CH3
-3.634,C[1](=C(N[+1](O[-1])=O)CH=CHC(=CH@1)OH)C[15]=CHCH=CHCH=CH@15
-1.639,S(CH(C(=O)NH2)CH3)(C[13]=CHCH=CHCH=CH@13)(=O)=O
-3.953,C[1](=C(C(=CHCH=CH@1)OH)N[+1](O[-1])=O)C[15]=CHCH=CHCH=CH@15
-1.854,C[1](N(C(=O)NH2)CH2CH3)=CHCH=C(CH=CH@1)OCH2CH3
-2.685,C[1](=C(CH=CHC(=CH@1)Cl)OCH2C(=S)OH)Cl
-4.087,C[1](C(OCH2CH2CH2CH2CH2CH3)=O)=CHC(=C(CH=CH@1)OH)Cl
-4.224,C[1](C(OCH2CH2CH2CH2CH2CH3)=O)=CHC(=C(CH=CH@1)OH)Br
-4.428,C[1](C(OCH2CH2CH2CH2CH2CH3)=O)=CHC(=C(CH=CH@1)OH)I
-2.997,C[1](=C(OCH2CH(CH2OH)OH)CH=CHCH=C@1OCH3)OCH3
-3.411,C[1](=C(C(=C(C(=C@1Cl)Cl)Cl)OCH3)OH)OCH3
-2.015,C[1](=C(CH=CHC(=CH@1)C(OH)=O)N(CH3)CH3)C(OH)=O
-4.228,C[1](C(OCH2CH2CH2CH2CH2CH2CH3)=O)=CHC(=C(CH=CH@1)OH)Cl
-4.419,C[1](C(OCH2CH2CH2CH2CH2CH2CH3)=O)=CHC(=C(CH=CH@1)OH)Br
-4.559,C[1](C(OCH2CH2CH2CH2CH2CH2CH3)=O)=CHC(=C(CH=CH@1)OH)I
-1.209,C[1](=C(CH=C(C(=CH@1)OCH3)OH)C(OH)=O)C(OH)=O
-2.285,C[1](S(C[3]=CHC(=CHCH=CH@3)OH)(=O)=O)=C(CH=CHCH=CH@1)OH
-2.33,S(C[2]=CHC(=CHCH=CH@2)OH)(C[14]=CHC(=CHCH=CH@14)OH)(=O)=O
-0.33,S(C[2]HCH2CH2CH2CH2CH2@2)(NHS(=O)(=O)CH3)(=O)=O
-4.375,C[1](C(OCH2CH2CH2CH2CH2CH2CH2CH3)=O)=CHC(=C(CH=CH@1)OH)Cl
-4.518,C[1](C(OCH2CH2CH2CH2CH2CH2CH2CH3)=O)=CHC(=C(CH=CH@1)OH)Br
-4.672,C[1](C(OCH2CH2CH2CH2CH2CH2CH2CH3)=O)=CHC(=C(CH=CH@1)OH)I
-3.42,CH(CH(OC(C[7]=CHCH=C(CH=CH@7)NH2)=O)CH3)(N(CH2CH3)CH2CH3)CH3
-3.458,C[1](C(OCH2CH2CH2CH3)=O)=CHCH=C(CH=CH@1)NHC(=O)CH3
-2.957,C[1](=C(CH=C(C(=CH@1)Cl)Cl)Cl)OCH2C(=S)OH
-1.523,C[1]HCH(CH(OCH@1OC(O@1)(CH3)CH3)C[21]HOC(OCH2@21)(CH3)CH3)OC(=O)CH3
-2.41,C[1](NHC(CH(CH2OC[11]=CHCH=CHCH=CH@11)OH)=O)=CHCH=CHCH=CH@1
-3.369,C[1](C(N(C[4]=CHCH=CHCH=CH@4)OH)=O)=C(CH=CHCH=CH@1)OCH2CH3
-2.351,S(C[2]=CHCH=C(CH=CH@2)NHCH2CH2NH2)(C[23]=CHCH=C(CH=CH@23)NH2)(=O)=O
-1.669,C[1]H(C[3]=CHCH=CHCH=CH@3)CH2C(CH(C(CH2@1)=O)N[+1](O[-1])=O)=O
-1.396,C[1](S(NHC(CH2OH)(CH2OH)CH2OH)(=O)=O)=CHCH=C(CH=CH@1)NH2
-3.1,S(C[2]=CHC[5]=C(CH=CH@2)CH=CHCH=CH@5)(NHC(NHCH3)=NH)(=O)=O
-0.56,C(C(NHCH2C(OH)=O)=O)(NHC(C[16]=CHCH=CHCH=CH@16)=O)(CH3)CH3
-2.995,C[1](=C(C(=CHCH=CH@1)Cl)C(OH)=O)N=[S=N]NC[17]=CHCH=C(CH=CH@17)OH
-1.645,C[1](C(OCH2CH2N(CH2CH3)CH2CH3)=O)=CHCH=C(CH=CH@1)NHC(=O)CH3
-2.877,C[1](S(NHC[5]SC(=C(N=@5)CH3)CH2C(OCH2CH3)=O)(=O)=O)=CHCH=C(CH=CH@1)NH2
-4.495,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC[17]C[18]=C(CH=CHC=@17CH3)CH=CHCH=CH@18)(=O)=O
-3.097,C(C(NHC[5]=CHCH=C(CH=CH@5)CH3)=O)(C(NHC[23]=CHCH=C(CH=CH@23)CH3)=O)(OH)OH
-2.022,C[1](CH(C(OH)=O)NHCH2CH2CH2CH2CH2NHCH(C[29]=CHCH=CHCH=CH@29)C(OH)=O)=CHCH=CHCH=CH@1
-1.156,C[1](=C(CH=CHC(=CH@1)CH2CH2OH)OH)N[+1](O[-1])=O
-2.3,C[1]N(C[3]HCH2CH(CH=CH@3)CH2OH)CH=NC=@1C(=NC(=N@1)NH2)OH
-2.403,S(C[2]CH=C(OCH=@2)S(=O)(=O)NH2)(C[15]=CHCH=C(CH=CH@15)OH)(=O)=O
-3.027,S(C[2]CH=C(SCH=@2)S(=O)(=O)NH2)(C[15]=CHCH=C(CH=CH@15)OH)(=O)=O
-3.024,S(C[2]CH=C(OCH=@2)S(=O)(=O)NH2)(C[15]=CHCH=C(CH=CH@15)OCH3)(=O)=O
-4.222,S(C[2]CH=C(SCH=@2)S(=O)(=O)NH2)(C[15]=CHCH=C(CH=CH@15)OCH3)(=O)=O
-2.719,S(C[2]CH=C(SCH=@2)S(=O)(=O)NH2)(C[15]=CHC(=CHCH=CH@15)OH)(=O)=O
-3.741,C[1]N(C[3]HCH2CH2@3)CH=C(C(C=@1CH=C(C(=CH@1)N[22]CH2CH2NHCH2CH2@22)F)=O)C(OH)=O
-2.997,C[1]H(C[3]=C(C[5]=C@1CH=CHCH=CH@5)CH=CHCH=CH@3)CH2OC(NHCH2CH2CH2CH2CH(C(OH)=O)NH2)=O
-3.092,C[1](C[2]=C(CH=CHC[8]=C@1CH=CHCH=CH@8)CH=CHCH=CH@2)=C[26]CH2CH2N(CH2CH2@26)CH3
-1.159,S(C[2]CH=C(SCH=@2)S(=O)(=O)NH2)(C[15]=CHCH=C(CH=CH@15)CH2NHCH2CH(CH3)CH3)(=O)=O
-3.776,C[1](NHC[4]=C(CH2C(=O)OH)CH=CHCH=CH@4)=C(CH=CHCH=C@1Cl)Cl
-0.357,S(C[2]=CHCH=C(CH=CH@2)CH3)(N[-1]Cl)(=O)=O
-2.961,C[1](=C(C(=C(CH=C@1Cl)Cl)OCH3)OH)OCH3
-1.078,C[1]=C(N=CHN@1CH2OCH2CH2OH)CH=NC(=N@1)NH2
-2.606,C[1](C[2](C[3](CH(OCH@1CH2CH@2OH)CH=C(CH2CH2@3)CH3)CH2OH)CH3)OCH2@1
-3.426,C[1]=C(C(C(=CHN@1C(CH3)(CH3)CH3)C(OH)=O)=O)CH=C(C(=CH@1)N[32]CH2CH2NHCH2CH2@32)F
-4.002,P(CH2C[5]=CHCH=C(CH=CH@5)C[15]SC[17]=C(N=@15)CH=CHCH=CH@17)(OCH2CH3)(OCH2CH3)=O
-2.125,C[1]HCH(C[5]=C(OC[8]=C@1CH=C(CH=CH@8)Cl)CH=CHCH=CH@5)CH2N(CH2@1)CH3
-4,C[1](C[2]OC(=CHCH=@2)N[+1](O[-1])=O)=NC[13]=C(NH@1)CH=CHC(=CH@13)F
-1.265,S(C[2]=CHC[5]=C(CH=CH@2)CH=CHCH=CH@5)(=O)(=O)OH
-2.118,C[1]H(CH(C[5]C[6]=C(CH=CHC(=CH@6)OCH3)N=CHCH=@5)OH)N[27]CH2CH(CH(CH2@1)CH2CH2@27)C#CH
-2.71,S(C(NH2)=NH)CH2CH2CH2CH2CH2CH2CH2CH2CH2CH3
1.128,N[1](C(OCH2CH3)=O)CH2CH2N(CH2CH2@1)CH3
0.652,N[1](CH(CH2NHCH(CH2@1)CH3)CH3)C(OCH2CH3)=O
-2.389,C[1]=C(C[3]=C(N=C@1CH=CHC(=CH@1)CH3)CH=CHCH=CH@3)NH2
-1.382,S(C[2]=CHCH=C(CH=CH@2)C(NH2)=NH)(=O)(=O)CH3
0.024,N[1](CH(CH2N(CH(CH2@1)CH3)C(NH2)=NH)CH3)C(NH2)=NH
-2.396,C[1]=C(C[3]=C(N=C@1CH=CHC(=CH@1)F)CH=CHCH=CH@3)NH2
-2.122,C[1]=C(C[3]=C(N=C@1CH=C(CH=CH@1)F)CH=CHCH=CH@3)NH2
-1.655,C[1]C(=NC[4]=C(C=@1NH2)CH=CHCH=CH@4)C(=CHCH=CH@1)F
-0.949,C[1]=C(C[3]=C(N=C@1CH=CHCH=C@1F)CH=CHCH=CH@3)NH2
-1.578,C[1]=C(C[3]=C(N=C@1CH=CHCH=C@1Cl)CH=CHCH=CH@3)NH2
-1.532,N[1](CH2CH2CH2CH2CH2CH2CH2CH2CH2CH3)CH2CH2CH2CH2CH2@1
-2.424,C[1]=C(C[3]=C(N=C@1CH=CHC(=CH@1)Cl)CH=CHCH=CH@3)NH2
-1.725,C[1]=C(C[3]=C(N=C@1CH=C(CH=CH@1)Cl)CH=CHCH=CH@3)NH2
-1.092,C[1](=C(CH=CHCH=C@1CH3)CH3)NHC(NHN(CH2CH3)CH2CH3)=O
-1.386,C(C[2]HCH2CH2NHCH2CH2@2)(C[18]=CHCH=CHCH=CH@18)(C[29]=CHCH=CHCH=CH@29)OH
-1.527,CH(N[3]CH2CH2N(CH2CH2@3)CH3)(C[21]=CHCH=CHCH=CH@21)C[32]=CHCH=CHCH=CH@32
-1.838,C[1]=C(C[3]=C(N=C@1CH=CHCH=C@1N[+1](O[-1])=O)CH=CHCH=CH@3)NH2
-0.98,C[1]H(NHCH2CH2NHC[13]HCH2CH2CH2CH2CH2@13)CH2CH2CH2CH2CH2@1
-2.475,C[1]=C(C(F)(F)F)CH=CHCH=C@1N=C[15]C(=C@1NH2)CH=CHCH=CH@15
-2.243,C(CH2CH(CH2CH2NHCH2CH2NHCH2CH2CH(CH2C(CH3)(CH3)CH3)CH3)CH3)(CH3)(CH3)CH3
-1.545,C[1]=C(CH(CH2N[8]CH2CH2CH2CH2CH2@8)OH)CH=CHC(=C@1CH=CHCH=CH@1)Cl
-2.174,C[1]C(=NC[4]=C(C=@1NH2)CH=CHCH=CH@4)CH=C(CH=CH@1)C(F)(F)F
-1.684,C[1]=C(C(CH2CH2N(CH2CH3)CH2CH3)(OH)CH3)CH=CHC(=C@1CH=CHCH=CH@1)OCH3
-1.023,C[1](OC(=CHCH=@1)CH2CH2C[14]OC(=CHCH=@14)C(NH2)=NH)C(NH2)=NH
-1.493,C[1](C(OCH2CH2NHCH(C[14]=CHCH=CHCH=CH@14)CH3)=O)=CHCH=C(CH=CH@1)OCH2CH3
-2.196,C[1](=C(CH=CHCH=CH@1)CH3)NHC(C(C(NHC[22]=C(CH=CHCH=CH@22)CH3)=O)=O)=O
-2.682,C[1]H(C(C[4]=C(C@1=O)CH=CHCH=CH@4)=[S=I]NOH)N[+1](O[-1])=O
-2.682,C[1](C[2]=CHCH=CHCH=CH@2)(CH2CH2N(CH2CH2@1)CH2CH2CH2C(C[36]=CHCH=CHCH=CH@36)=O)OH
-1.619,C[1](C[2]=CHCH=C(CH=CH@2)CH3)(CH2CH2N(CH2CH2@1)CH2CH2CH2C(C[39]=CHCH=CHCH=CH@39)=O)OH
-1.492,C[1]HC(C(CH(CH2@1)CH2N(CH3)CH3)=O)(CH2CH2C[29]HCH@1CH2CH=C[38]C@29(CH2CH2CH(CH2@38)OH)CH3)CH3
-1.206,C[1](CH2NHCH2CH2NHCH2C[18]=CHCH=CHCH=CH@18)=CHCH=CHCH=CH@1
-2.967,C[1](C[2]=CHCH=C(CH=CH@2)F)(CH2CH2N(CH2CH2@1)CH2CH2CH2C(C[36]=CHCH=CHCH=CH@36)=O)OH
-2.871,C[1](C[2]=CHCH=CHCH=CH@2)(CH2CH2N(CH2CH2@1)CH2CH2CH2C(C[36]=CHCH=C(CH=CH@36)F)=O)OH
-3.351,C[1](C[2]=CHCH=C(CH=CH@2)Cl)(CH2CH2N(CH2CH2@1)CH2CH2CH2C(C[36]=CHCH=CHCH=CH@36)=O)OH
-0.942,C[1](S(=O)(=O)OH)=CHC(=CHC(=CH@1)NH2)C(=O)OH
-2.232,C[1](C(C[3]=C(C=@1O[-1])CH=CHCH=CH@3)=O)S(=O)(=O)OH
-1.903,C(C[2]HNHCH2CH2CH2CH2@2)(C[18]=CHCH=CHCH=CH@18)(C[29]=CHCH=CHCH=CH@29)OH
-4.631,CH(N[3]CH2CH2N(CH2CH2@3)CH2C[20]=CHC(=CHCH=CH@20)CH3)(C[34]=CHCH=C(CH=CH@34)Cl)C[45]=CHCH=CHCH=CH@45
-2.83,C[1](C[2]=CHCH=C(CH=CH@2)F)(CH2CH2N(CH2CH2@1)CH2CH2CH2C(C[36]=CHCH=C(CH=CH@36)F)=O)OH
