#Expt.,SLN
-8.18,FC(F)(F)C(=[S=N]CHC[8]HC(CH@8C(=O)OCH(C[18]=CHC(=CHCH=CH@18)OC[29]=CHCH=CHCH=CH@29)C#N)(CH3)CH3)Cl
-3.24,FC(F)(F)S(=O)(=O)NHC[10]=C(CH=C(C(=CH@10)NHC(=O)CH3)CH3)CH3
-3.8,FC(F)(F)S(=O)(=O)NHC[10]=C(CH=C(CH=CH@10)S(=O)(=O)C[22]=CHCH=CHCH=CH@22)CH3
-4.8,FCH2CH2N[8]C[9]=C(CH=CHCH=CH@9)CH2C[22]=C(CH=CHCH=CH@22)C@8=O
-6.88,FCH(F)OC[6]=CHCH=C(CH=CH@6)CH(CH(CH3)CH3)C(=O)OCH(C[33]=CHC(=CHCH=CH@33)OC[44]=CHCH=CHCH=CH@44)C#N
-4.55,IC[2]C[3]=C(CH=CHCH=@2)CH=CHCH=CH@3
-5.22,IC[2]=C(C(=CHC(=CH@2)CH2CH(NH2)C(=O)OH)I)OC[24]=CHC(=C(CH=CH@24)OH)I
-2.86,IC[2]=C(C(=CHC(=CH@2)CH2CH(NH2)C(=O)OH)I)OH
-3.61,IC[2]=C(C(=CHC(=CH@2)C#N)I)OH
-3.31,IC[2]=C(C(=CHC(=CH@2)I)C(=O)OH)OH
-6.62,IC[2]=C(CH=C(C(=CH@2)Cl)OP(=S)(OCH3)OCH3)Cl
-3.54,IC[2]=C(CH=CHCH=CH@2)Cl
-4.21,IC[2]=C(CH=CHCH=CH@2)C(=O)NHC[16]=CHCH=CHCH=CH@16
-2.73,IC[2]=C(CH=CHCH=CH@2)C(=O)OH
-3.55,IC[2]=CHC(=CHCH=CH@2)Cl
-3.27,IC[2]=CHC(=CHCH=CH@2)C(=O)OH
-4.56,IC[2]=CHCH=C(CH=CH@2)Br
-4.03,IC[2]=CHCH=C(CH=CH@2)Cl
-3.13,IC[2]=CHCH=C(CH=CH@2)F
-3.25,IC[2]=CHCH=C(CH=CH@2)NHC(=O)CH3
-2.78,IC[2]=CHCH=CHCH=CH@2
-3.46,IC[2]NHC(=C(C=@2I)I)I
-3.46,IC[2]NHC(=C(C=@2I)I)I
-4.81,ICH2CH2CH2CH2CH2CH2CH3
-2.96,ICH2CH2CH2CH3
-2.29,ICH2CH2CH3
-0.43,ICH2CH2C(=O)OH
-1.6,ICH2CH3
-2.34,ICH2I
-1,ICH3
-2.09,ICH(CH3)CH3
-3.22,ICH=[S=I]CHI
-3.22,ICH=[S=N]CHI
-1.32,N[1](CH=CHCH=C=CH@1)CH2C[14]=C(N[16]CH(SCH2@14)CH(C@16=O)NHC(=O)CH2C[34]SCH=CHCH=@34)C(OH)=O
-1.99,N[1:+1](=C(N=C(CH=C@1NH2)N[11]CH2CH2CH2CH2CH2@11)NH2)O[-1]
-2.68,N[1]C[2]C[3]=C(N=CHCH=CH@3)CH=CHC=@2CH=CHCH=@1
-3.97,N[1]C[2]C[3]N=CHCH=C(C=@3CH=CHC=@2C(=CHCH=@1)CH3)CH3
-2.78,N[1]C[2]=C(C[4]=C(CH=@1)CH=CHCH=CH@4)CH=CHCH=CH@2
-3.36,N[1]C[2]=C(C[4]=C(CH=CH@2)CH=CHCH=CH@4)CH=CHCH=@1
-5.54,N[1](C[2]=C(C(=C@1CH3)CH2C(=O)OH)CH=C(CH=CH@2)OCH3)C(=O)CH=[S=I]CHC[35]=CHCH=CHCH=CH@35
-5.54,N[1](C[2]=C(C(=C@1CH3)CH2C(=O)OH)CH=C(CH=CH@2)OCH3)C(=O)CH=[S=N]CHC[35]=CHCH=CHCH=CH@35
-1.94,N[1]C[2]=C(C(=CHC=@1CH3)CH3)CH=CHCH=CH@2
-1.2,N[1]C[2]=C(C(=CHC=@1CH3)OH)CH=CHCH=CH@2
-2.54,N[1]C[2]=C(C(=CHCH=CH@2)OH)CH=CHCH=@1
-1.87,N[1](C[2]C(CH2CH2@1)(CH2C(CH=CH@2)=O)C[19]=C(CH=CHC(=C@19OH)OCH3)CH2CH2@2)CH3
-3.67,N[1]C[2]C(CH=C[6]C=@1CH=CHCH=CH@6)=CHCH=CHCH=@2
-3.04,N[1](C[2]=C(CH=C(CH=CH@2)CH3)OC[16]N=CHC(=CHC=@16C@1=O)NH2)CH3
-2.16,N[1]C[2]=C(CH=C(CH=CH@2)OH)CH=CHCH=@1
-5.4,N[1]C[2]=C(CH=CHC=@1C[9]N=C[11]C(=CHCH=@9)CH=CHCH=CH@11)CH=CHCH=CH@2
-1.94,N[1]C[2]=C(CH=CHC=@1CH3)CH=CHC(=CH@2)CH3
-3.93,N[1](C[2]=C(CH=CHC(=CH@2)NH2)OC[15]=C(CH=C(CH=CH@15)CH3)C@1=O)CH3
-2.42,N[1]C[2]=C(CH=CHCH=@1)CH=CHCH=C@2OH
-1.3,N[1]C[2]=C(CH=CHCH=@1)CH=CHCH=CH@2
-4.19,N[1](C[2]=C(CH=CHCH=CH@2)CH2CH2C[18]=C@1CH=CHCH=CH@18)CH2CH2CH2N(CH3)CH3
-3.66,N[1](C[2]=C(CH=CHCH=CH@2)CH2CH2C[18]=C@1CH=CHCH=CH@18)CH2CH2CH2NHCH3
-4.75,N[1](C[2]=C(CH=CHCH=CH@2)N(C(C[14]=C@1CH=CHCH=CH@14)=O)CH3)CH2CH3
-3.68,N[1](C[2]=C(CH=CHCH=CH@2)OC[13]=C(CH=CHCH=CH@13)C@1=O)CH2CH3
-3.67,N[1](C[2]=C(CH=CHCH=CH@2)OC[13]N=CHCH=CHC=@13C@1=O)CH3
-2.68,N[1]C[2]=C(N=CHCH=@1)CH=CHC[13]=C@2CH=CHCH=CH@13
-2.09,N[1]C[2]HC[4](C[5]HN(C[8]=C@4CH=C(C(=CH@8)OCH3)OCH3)C(CH2C[30]HOCH2CH=C(CH2@1)CH(CH@5@30)CH2@2)=O)CH2CH2@1
-2.09,N[1]C[2]HC[4](C[5]HN(C[8]=C@4CH=C(C(=CH@8)OCH3)OCH3)C(CH2C[30]HOCH2CH=C(CH2@1)CH(CH@5@30)CH2@2)=O)CH2CH2@1
-3.32,N[1]C[2]HC[4](C[5]HN(C[8]=C@4CH=CHCH=CH@8)C(CH2C[22]HOCH2CH=C(CH2@1)CH(CH@5@22)CH2@2)=O)CH2CH2@1
-3.32,N[1]C[2]HC[4](C[5]HN(C[8]=C@4CH=CHCH=CH@8)C(CH2C[22]HOCH2CH=C(CH2@1)CH(CH@5@22)CH2@2)=O)CH2CH2@1
-1.52,N[1](C[2]HC[4]HC[6](CH(OC[10]C@6=C(CH=CHC=@10OCH3)CH2@2)CH(CH=CH@4)OH)CH2CH2@1)CH3
-3.28,N[1](C[2]HC[4]HC[6](CH(OC[10]C@6=C(CH=CHC=@10OH)CH2@2)CH(CH=CH@4)OH)CH2CH2@1)CH3
-1.87,N[1](C[2]HC[4]HC(CH2CH2@1)(CH2C(CH=CH@4)=O)C[22]=C(CH=CHC(=C@22OH)OCH3)CH2@2)CH3
-2.82,N[1]C[2]HC[4]HN(C[7]=C(CH=CHCH=CH@7)C[17]@4CH(CH(CH@1CH2@17)CH(CH(CH@1OH)CH2CH3)CH2@2)OH)CH3
-0.48,N[1](C[2]HC[4]HOCH@4CH@1CH2CH(CH2@2)OC(=O)CH(CH2OH)C[29]=CHCH=CHCH=CH@29)CH3
-1.91,N[1](C[2]HCH2CH(CH2CH@1CH2CH2@2)OC(=O)CH(CH2OH)C[30]=CHCH=CHCH=CH@30)CH3
-2.23,N[1](C[2]HCH(CH(CH2CH@1CH2CH2@2)OC(=O)C[22]=CHCH=CHCH=CH@22)C(=O)OCH3)CH3
-0.02,N[1](C[2]HCH(CH(CH2CH@1CH2CH2@2)OH)C(=O)OH)CH3
-4.55,N[1](C[2]N=C(CH=C(C=@2NHC(C[12]=C@1N=CHCH=CH@12)=O)CH3)CH3)CH2CH3
-3.36,N[1](C[2]N=C(CH=CHC=@2NHC(C[13]=C@1N=CHCH=CH@13)=O)N(CH2CH2OH)CH3)CH2CH3
0.06,N[1]C[2]N=C(CH=NC=@2CH=NCH=@1)CH3
-0.91,N[1]C[2]N=C(CH=NC=@2CH=NCH=@1)OCH3
-3.19,N[1](C[2]N=CHCH=C(C=@2NHC(C[13]=C@1N=CHCH=CH@13)=O)CH3)C[27]HCH2CH2@27
-3.32,N[1](C[2]N=CHCH=CHC=@2C(N(C[13]=C@1CH=CHCH=CH@13)CH3)=O)CH2CH3
-4.87,N[1](C[2]N=CHCH=CHC=@2C(NHC[14]=C@1CH=C(CH=C@14CH3)N(CH3)CH3)=O)CH2CH3
-5.15,N[1](C[2]N=CHCH=CHC=@2C(NHC[14]=C@1CH=C(CH=C@14CH3)OCH3)=O)CH2CH3
-2.86,N[1](C[2]N=CHCH=CHC=@2N(C(C[13]=C@1N=CHCH=CH@13)=O)CH2CH3)CH2CH3
-2.62,N[1](C[2]N=CHCH=CHC=@2N(C(C[13]=C@1N=CHCH=CH@13)=O)CH3)CH2CH3
-0.12,N[1]C[2]N=CHCH=NC=@2CH=NC=@1CH3
-1.11,N[1]C[2]N=CHCH=NC=@2CH=NC=@1OCH3
-1.95,N[1]C[2]N=CHCH=NC=@2CH=NC=@1OH
0.02,N[1]C[2]N=CHCH=NC=@2CH=NCH=@1
-0.47,N[1]C[2]N=CHCH=NC=@2C(=NCH=@1)CH3
-1.11,N[1]C[2]N=CHCH=NC=@2C(=NCH=@1)OCH3
0.06,N[1]C[2]N=CHC(=NC=@2CH=NCH=@1)CH3
-1.14,N[1]C[2]N=CHC(=NC=@2CH=NCH=@1)OCH3
-1.95,N[1](C[2]N=CHN=C(C=@2CH=CH@1)NH2)C[16]HOCH(CH(CH@16OH)OH)CH2OH
-1.23,N[1](C[2]N=CHN=C(C=@2N=CH@1)OH)C[14]HOCH(CH(CH@14OH)OH)CH2OH
-1.39,N[1](C[2]N=CHNHC=@2C(N(C@1=O)CH3)=O)CH3
-3.68,N[1](C[2]=NC(NHC(C@2=NC[10]=C@1CH=C(C(=CH@10)CH3)CH3)=O)=O)CH2CH(OH)CH(OH)CH(OH)CH2OH
-2.68,N[1](C(C[3]=C(CH=CHCH=CH@3)C@1=O)=O)C[16]HCH2CH2C(NHC@16=O)=O
0.38,N[1]=C(C(=CHCH=CH@1)CH3)CH3
0.38,N[1]=C(CH=C(CH=CH@1)CH3)CH3
0.4,N[1]=C(CH=CHC(=CH@1)CH3)CH3
0.45,N[1]=C(CH=CHCH=C@1CH3)CH3
-1.42,N[1]=C(CH=CHCH=CH@1)C[11]N=CHCH=CHCH=@11
0.51,N[1]=C(CH=CHCH=CH@1)CH2CH3
1.02,N[1]=C(CH=CHCH=CH@1)OH
-3.14,N[1](CH2CH2C[8]=C(C(=C[11]C(=CH@8)OCH2O@11)OCH3)CH@1C[27]HOC(C[31]=C@27CH=CHC(=C@31OCH3)OCH3)=O)CH3
-4.11,N[1](CH2CH2C[8]=C(CH=C[12]C(=CH@8)OCH2O@12)CH@1C[23]HOC(C[27]=C@23CH=CHC(=C@27OCH3)OCH3)=O)CH3
-1.89,N[1](CH2CH2C(CH2CH2@1)(C[15]=CHCH=CHCH=CH@15)C(=O)OCH2CH3)CH3
1,N[1](CH2CH2CH2C@1=O)CH3
-1.42,N[1](CH2CH2CH2CH2@1)CH2NHC(=O)C[21]=C(CH(C[25]HCH2C[30]HC(C[33]=C(C(=CHCH=CH@33)OH)C(C@30=C(C@25(C@21=O)OH)OH)=O)(OH)CH3)N(CH3)CH3)OH
0.23,N[1](CH2CH2CH2CH2CH2@1)CH3
-3.46,N[1](CH2CH2CH2CH2CH2@1)C(=O)CH=[S=N]CHCH=[S=N]CHC[27]=CHC[30]=C(CH=CH@27)OCH2O@30
-3.46,N[1](CH2CH2CH2CH2CH2@1)C(=O)CH=[S=I]CHCH=[S=I]CHC[27]=CHC[30]=C(CH=CH@27)OCH2O@30
-0.17,N[1](CH2CH2CH2CH2CH2@1)N=O
-2.07,N[1]CH2CH2CH(C@1=NC[12]=C(CH=CHCH=CH@12)CH@1OH)OH
0.81,N[1](CH2CH2CH=C(CH2@1)C(=O)OCH3)CH3
-3.64,N[1](CH2CH2N(CH2CH2@1)C(=O)OCH2C(OH)(CH3)CH3)C[32]=NC[34]=C(C(=N@32)NH2)CH=C(C(=C@34OCH3)OCH3)OCH3
-2.15,N[1](CH2CH2NHC@1=O)C(=O)NHCH2CH(CH3)CH3
-2.98,N[1](CH2CH2NHCH2CH2@1)C[16]=NC[18]=C(CH=N@16)C(C(=CHN@18CH2CH3)C(=O)OH)=O
1,N[1](CH2CH2OCH2CH2@1)CH3
0.72,N[+1](CH2C(=O)OH)(CH3)(CH3)CH3
-1.45,N[1]=CHC[4]=C(CH=CH@1)CH=CHCH=CH@4
-1.89,N[1]CH(C[4]HCH2N[9]CH(CH(CH2@1)CH2@4)CH2CH2CH2CH2@9)CH2CH2CH2CH2@1
0.36,N[1]=CHC(=C(CH=CH@1)CH3)CH3
0.38,N[1]=CHC(=CHC(=CH@1)CH3)CH3
0.96,N[1]=CHC(=CHCH=CH@1)CH2OH
-0.46,N[1]=CHC(=CHCH=CH@1)C(=O)OCH3
-0.84,N[1]=CHC(=CHCH=CH@1)C(=O)OH
-0.46,N[1]=CHC(=CHCH=CH@1)OH
0.79,N[1](CH(CH2CH2CH2@1)C[13]=CHN=CHCH=CH@13)CH3
-1.55,N[1](CH(CH2CH2CH2CH2@1)C(=O)NHC[20]=C(CH=CHCH=C@20CH3)CH3)CH3
-2.63,N[1]CH(CH2CH(CH(CH2@1)CH2CH3)CH2CH2@1)CH(OH)C[31]C[32]=C(N=CHCH=@31)CH=CHCH=CH@32
-2.76,N[1]CH(CH2CH(CH(CH2@1)CH=CH2)CH2CH2@1)CH(OH)C[29]C[30]=C(N=CHCH=@29)CH=CHC(=CH@30)OCH3
-3.07,N[1]CH(CH2CH(CH(CH2@1)CH=CH2)CH2CH2@1)CH(OH)C[29]C[30]=C(N=CHCH=@29)CH=CHCH=CH@30
-1.54,N[1]=CHCH=C(CH=CH@1)C[11]=CHCH=NCH=CH@11
1.02,N[1]=CHCH=C(CH=CH@1)OH
0.76,N[1]=CHCH=CHCH=CH@1
-0.17,N[1](CH=NC[5]=C@1C(N(C(N@5CH3)=O)CH3)=O)CH2CH(OH)CH2OH
-0.97,N[1](CH=NC[5]=C@1C(N(C(N@5CH3)=O)CH3)=O)CH3
-2.52,N[1](CH=NC[5]=C@1C(NHC(N@5CH3)=O)=O)CH3
-1.23,N[1](CH=NC[5]=C@1N=CHNHC@5=O)C[14]HOCH(CH(CH@14OH)OH)CH2OH
-4.74,N[1](CH=NCH=C@1C(=O)OCH2CH3)CH(CH3)C[24]=CHCH=CHCH=CH@24
-2.6,N[1]=CHN=CHC(=CH@1)C(OH)(C[13]HCH2CH2@13)C[21]=CHCH=C(CH=CH@21)OCH3
1.1,N[1]=CHN=CHCH=CH@1
-1.16,N[1]=CHOC[5]=C@1CH=CHCH=CH@5
-3.37,N[1](CH=C(C(C[6]=C@1N=C(CH=CH@6)CH3)=O)C(=O)OH)CH2CH3
0.96,N[1](CH=CHCH=CHC@1=O)CH3
-0.8,N[1](CH=CHC(NHC@1=O)=O)CH3
-4.88,N[1](C(=NC[4]=C@1CH=CHCH=CH@4)NHC(=O)OCH3)C(=O)NHCH2CH2CH2CH3
-4.59,N[1](C(NHC[5]=C(CH2CH2CH2@5)C@1=O)=O)C[19]HCH2CH2CH2CH2CH2@19
-1.56,N[1](C(NHC[5]=C(NHC(NH@5)=O)C@1=O)=O)CH3
-2.23,N[1](C(NHC(C(C@1=O)(CH2CH3)CH2CH3)=O)=O)CH3
-2.74,N[1](C(NHC(C(C@1=O)(CH3)C[13]=CHCH2CH2CH2CH2@13)=O)=O)CH3
-2.92,N[1](C(=NC[4]=C(CH=CHCH=CH@4)C@1=O)CH3)C[20]=C(CH=CHCH=CH@20)CH3
-7.42,N[1]HC[3]=C(C[5]=C@1C[7]=C(CH=CH@5)CH=CHCH=CH@7)CH=CHC[25]=C@3CH=CHCH=CH@25
-4.97,N[1]HC[3]=C(C[5]=C@1CH=CHCH=CH@5)CH=CHCH=CH@3
-2.57,N[1]HC[3]=C(C(=CH@1)CH2CH(NH2)CH2CH3)CH=CHCH=CH@3
-1.23,N[1]HC[3]=C(C(=CH@1)CH2CH(NH2)C(=O)OH)CH=CHCH=CH@3
-2.07,N[1]HC[3]=C(C(=CH@1)CH2C(=O)OH)CH=CHCH=CH@3
-2.42,N[1]HC[3]=C(C(=CH@1)CH3)CH=CHCH=CH@3
-1.52,N[1]HC[3]=C(CH=CH@1)CH=CHCH=CH@3
-2.14,N[1]HC[3]=C(CH=CHCH=CH@3)CH=CHC@1=O
-2.12,N[1]HC[3]N=CHN=C(C=@3N=CH@1)NH2
-3.93,N[1]HC[3]=C(NHC@1=O)C(NHC(NH@3)=O)=O
-2.61,N[1]HC(C[4]=C(CH=CHCH=CH@4)C@1=O)=O
-3.93,N[1]HC(C[4]HCH(C[8]HCH=C(CH@4C@8=[S=I]C(C[17]N=CHCH=CHCH=@17)C[27]=CHCH=CHCH=CH@27)C(OH)(C[41]N=CHCH=CHCH=@41)C[51]=CHCH=CHCH=CH@51)C@1=O)=O
-2.93,N[1]HC(C[4]HCH(CH=CHCH=CH@4)C@1=O)=O
-2.34,N[1]HC(C(CH2CH2C@1=O)(CH2CH3)C[20]=CHCH=CHCH=CH@20)=O
0.3,N[1]HC(CH2CH2C@1=O)=O
-1.13,N[1]HC(CH2CH(CH2C@1=O)CH2CH(OH)C[21]HCH2CH(CH2CH(C@21=O)CH3)CH3)=O
-6.52,N[1]HC(C(N(C@1=O)CH2OC(=O)CH2CH2CH2CH2CH2CH2CH3)=O)(C[37]=CHCH=CHCH=CH@37)C[48]=CHCH=CHCH=CH@48
-6.3,N[1]HC(C(N(C@1=O)CH2OC(=O)CH2CH2CH2CH2CH2CH3)=O)(C[34]=CHCH=CHCH=CH@34)C[45]=CHCH=CHCH=CH@45
-5.89,N[1]HC(C(N(C@1=O)CH2OC(=O)CH2CH2CH2CH2CH3)=O)(C[31]=CHCH=CHCH=CH@31)C[42]=CHCH=CHCH=CH@42
-4.68,N[1]HC(C(N(C@1=O)CH2OC(=O)CH2CH2CH2CH3)=O)(C[28]=CHCH=CHCH=CH@28)C[39]=CHCH=CHCH=CH@39
-5.07,N[1]HC(C(N(C@1=O)CH2OC(=O)CH2CH2CH3)=O)(C[25]=CHCH=CHCH=CH@25)C[36]=CHCH=CHCH=CH@36
-4.91,N[1]HC(C(N(C@1=O)CH2OC(=O)CH2CH3)=O)(C[22]=CHCH=CHCH=CH@22)C[33]=CHCH=CHCH=CH@33
-4.47,N[1]HC(C(N(C@1=O)CH2OC(=O)CH3)=O)(C[19]=CHCH=CHCH=CH@19)C[30]=CHCH=CHCH=CH@30
-4.1,N[1]HC(C(NHC@1=O)=O)(C[10]=CHCH=CHCH=CH@10)C[21]=CHCH=CHCH=CH@21
0.36,N[1]HCH2C[6]HCH2N[11]C(=CHCH=CHC@11=O)CH(CH2@1)CH2@6
-1.04,N[1]HCH2CH2C[9]=C@1CH=CHCH=CH@9
1.07,N[1]HCH2CH2CH2C@1=O
1.15,N[1]HCH2CH2CH2CH2@1
1.07,N[1]HCH2CH2CH2CH2CH2@1
1.07,N[1]HCH2CH2NHCH2CH2@1
-2.6,N[1]HCH2CH2N=C@1CH2N(CH2C[18]=CHCH=CHCH=CH@18)C[29]=CHCH=CHCH=CH@29
1.06,N[1]HCH2CH2OCH2CH2@1
-0.4,N[1]HCH2C(NHC@1=O)=O
-0.83,N[1]HCH2C(NHCH2C@1=O)=O
-2.64,N[1]HCH2NHC(C(C@1=O)(CH2CH3)C[19]=CHCH=CHCH=CH@19)=O
-1.5,N[1]HCH(CH2CH2CH2CH2@1)CH2CH2CH3
-1.5,N[1]HCH(CH2CH2CH2CH2@1)CH2CH3
-0.45,N[1]HCH(CH2CH2CH2CH2@1)CH2C(=O)CH3
0.74,N[1]HCH(CH2NHCH2CH2@1)CH3
0.49,N[1]HCH(CH2NHCH(CH2@1)CH3)CH3
-0.17,N[1]HCH=CHCH=CH@1
-1.61,N[1]HCH(CH(CH(CH2@1)OH)OC(=O)CH3)CH2C[24]=CHCH=C(CH=CH@24)OCH3
-0.06,N[1]HCH(C(NHC@1=O)=O)CH2CH3
-1.6,N[1]HCH(C(NHC@1=O)=O)NHC(=O)NH2
-1.39,N[1]HCH=NC[6]=C@1C(N(C(N@6CH3)=O)CH3)=O
-2.29,N[1]HCH=NC[6]=C@1C(NHCH=N@6)=O
-3.58,N[1]HCH=NC[6]=C@1N=C(NHC@6=O)NH2
-2.12,N[1]HCH=NC[6]N=CHN=C(C@1=@6)NH2
-3.4,N[1]HCH=NC[6]N=C(N=C(C@1=@6)NH2)OH
-0.53,N[1]HCH=NC(=CH@1)CH2CH(NH2)C(=O)OH
-1.96,N[1]HCH=NC(=CH@1)CH=[S=I]CHC(=O)OH
-1.96,N[1]HCH=NC(=CH@1)CH=[S=N]CHC(=O)OH
-1.52,N[1]HCH=C(C(NHC@1=O)=O)CH3
-1.46,N[1]HCH=C(C(=NC@1=O)NH2)CH3
-2.29,N[1]HCH=NC[6]N=CHNHC=@6C@1=O
0.59,N[1]HCH=NCH=CHC@1=O
-1.48,N[1]HCH=CHC(NHC@1=O)=O
-1.14,N[1]HCH=CHC(=NC@1=O)NH2
-3.88,N[1]HC(=NC[5]=C@1CH=C(CH=CH@5)C(=O)C[16]=CHCH=CHCH=CH@16)NHC(=O)OCH3
-3.36,N[1]HC(=NC[5]=C@1CH=CHC(=CH@5)C(=O)C[16]=CHCH=CHCH=CH@16)NHC(=O)OCH3
-1.96,N[1]HC(=NC[5]=C@1CH=CHCH=CH@5)CH3
-0.4,N[1]HC(NHC(C@1=O)=O)=O
-1.89,N[1]HC(NHC(C[7](CH2CH2@7)C@1=O)=O)=O
-1.65,N[1]HC(NHC(C[7](CH2CH2CH2@7)C@1=O)=O)=O
-2.35,N[1]HC(NHC(C[7](CH2CH2CH2CH2@7)C@1=O)=O)=O
-3.06,N[1]HC(NHC(C[7](CH2CH2CH2CH2CH2@7)C@1=O)=O)=O
-3.17,N[1]HC(NHC(C[7](CH2CH2CH2CH2CH2CH2@7)C@1=O)=O)=O
-2.98,N[1]HC(NHC(C[7](CH2CH2CH2CH2CH2CH2CH2@7)C@1=O)=O)=O
-1.64,N[1]HC(NHC(C(C@1=O)(CH2CH2CH2CH3)CH2CH3)=O)=O
-2.57,N[1]HC(NHC(C(C@1=O)(CH2CH2CH(CH3)CH3)CH2CH3)=O)=O
-2.32,N[1]HC(NHC(C(C@1=O)(CH2CH3)C[17]=CHCH=CHCH=CH@17)=O)=O
-2.64,N[1]HC(NHC(C(C@1=O)(CH2CH3)C[17]=CHC[20]HCH2CH(CH2CH2@20)CH2@17)=O)=O
-2.7,N[1]HC(NHC(C(C@1=O)(CH2CH3)C[17]=CHCH2C[23]HCH2CH@17CH2CH2@23)=O)=O
-2.17,N[1]HC(NHC(C(C@1=O)(CH2CH3)C[17]=CHCH2CH2CH2CH2@17)=O)=O
-3,N[1]HC(NHC(C(C@1=O)(CH2CH3)C[17]=CHCH2CH2CH2CH2CH2@17)=O)=O
-1.39,N[1]HC(NHC(C(C@1=O)(CH2CH3)CH2CH3)=O)=O
-2.25,N[1]HC(NHC(C(C@1=O)(CH2CH3)CH2CH=C(CH3)CH3)=O)=O
-1.61,N[1]HC(NHC(C(C@1=O)(CH2CH3)CH2CH=CH2)=O)=O
-1.23,N[1]HC(NHC(C(C@1=O)(CH2CH3)CH3)=O)=O
-2.18,N[1]HC(NHC(C(C@1=O)(CH2CH=CH2)C[18]=CHCH=CHCH=CH@18)=O)=O
-2.06,N[1]HC(NHC(C(C@1=O)(CH2CH=CH2)CH2CH=CH2)=O)=O
-1.16,N[1]HC(NHC(C(C@1=O)(CH2CH=CH2)CH3)=O)=O
-1.74,N[1]HC(NHC(C(C@1=O)(CH3)CH3)=O)=O
-2.52,N[1]HC(NHC(C(C@1=O)(CH(CH2CH2CH3)CH3)CH2CH3)=O)=O
-2.36,N[1]HC(NHC(C(C@1=O)(CH(CH2CH2CH3)CH3)CH2CH=CH2)=O)=O
-2.39,N[1]HC(NHC(C(C@1=O)(CH(CH2CH3)CH3)CH2CH3)=O)=O
-2.02,N[1]HC(NHC(C(C@1=O)(CH(CH2CH3)CH3)CH2CH=CH2)=O)=O
-2.21,N[1]HC(NHC(C(C@1=O)(CH(CH3)CH3)CH2CH3)=O)=O
-2.59,N[1]HC(NHC(C(C@1=O)(CH(CH3)CH3)CH2CH=C(CH3)CH3)=O)=O
-1.71,N[1]HC(NHC(C(C@1=O)(CH(CH3)CH3)CH2CH=CH2)=O)=O
-2.77,N[1]HC(NHC(C(C@1=O)(CH(CH3)CH3)CH(CH3)CH3)=O)=O
-1.99,N[1]HC(NHC(C(C@1=O)(OH)C[12](C(NHC(NHC@12=O)=O)=O)OH)=O)=O
-1.25,N[1]HC(NHC(C(C@1=O)=O)=O)=O
-3.03,N[1]HC(=NC(=C(C@1=O)CH2CH2CH2CH3)CH3)NHCH2CH3
-1.26,N[1]HC(=CHC(NHC@1=O)=O)CH3
-1.93,N[1]HC(=CHC(NHC@1=O)=O)C(=O)OH
-2.16,N[1]HN=CHC[6]=C@1CH=CHCH=CH@6
-2.38,N[1]HN=CHC[6]=C@1N=CHN=C@6OH
-2.27,N[1]HN=CHC[6]=C@1N=CHNHC@6=O
0.52,N[1]HN=C(N=CH@1)NH2
-0.78,N[1]HN=NC[5]=C@1CH=CHCH=CH@5
-3.54,N[1]N(C[3]=C(CH=CHC(=CH@3)CH3)N=C@1N(CH3)CH3)C(CH(C@1=O)CH2CH2CH3)=O
-3.73,N[1](N(C(CH(C@1=O)CH2CH2CH2CH3)=O)C[22]=CHCH=CHCH=CH@22)C[33]=CHCH=C(CH=CH@33)OH
-3.81,N[1](N(C(CH(C@1=O)CH2CH2CH2CH3)=O)C[22]=CHCH=CHCH=CH@22)C[33]=CHCH=CHCH=CH@33
-3.27,N[1](N(C(CH(C@1=O)CH2CH2C(=O)CH3)=O)C[21]=CHCH=CHCH=CH@21)C[32]=CHCH=CHCH=CH@32
-2.09,N[1](N=C(CH=C@1OC(=O)N(CH3)CH3)CH3)C[23]=CHCH=CHCH=CH@23
0.71,N[1](N(C(CH=C@1CH3)=O)C[12]=CHCH=CHCH=CH@12)CH3
-0.63,N[1](N(C(C(=C@1CH3)N(CH3)CH3)=O)C[20]=CHCH=CHCH=CH@20)CH3
-0.62,N[1](N(C(C(=C@1CH3)NH2)=O)C[14]=CHCH=CHCH=CH@14)CH3
1.1,N[1]N=CHCH=CHCH=@1
-5.51,N[1]OC[3]=C(CH=@1)CH2C[10](C[11]HCH(C[15]HC(C(CH2CH2@15)(OH)C#CH)(CH2CH2@11)CH3)CH2CH2C@10=CH@3)CH3
-0.07,N[1]OC(=CHC=@1OH)CH3
-3.54,N(=O)(=O)C[4]C[5]=C(CH=CHCH=@4)CH=CHCH=CH@5
-5.82,N(=O)(=O)C[4]=C(C(=C(C(=C@4Cl)Cl)Cl)Cl)Cl
-4.47,N(=O)(=O)C[4]=C(C(=CHC(=C@4CH3)N(=O)=O)C(CH3)(CH3)CH3)OC(=O)CH3
-5.47,N(=O)(=O)C[4]=C(C(=CHC(=C@4NH2)C(F)(F)F)N(=O)=O)N(CH2CH3)CH2CH3
-5.53,N(=O)(=O)C[4]=C(C(=CHC(=CH@4)C(F)(F)F)N(=O)=O)N(CH2CH2CH2CH3)CH2CH3
-5.68,N(=O)(=O)C[4]=C(C(=CHC(=CH@4)C(F)(F)F)N(=O)=O)N(CH2CH2CH3)CH2CH2CH3
