SMILES,"Water solubility {measured, converted}"
CCOP(=O)(OC1=CC=C(Cl)C=C1Cl)OC1=CC=C(Cl)C=C1Cl,5.774
CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,4.376
CC(CCC1=CC=CC=C1)NCC(O)C1=CC=C(O)C(=C1)C(N)=O,3.448
CN(C)C1=NC2=C(C=N1)N=CN2,2.665
CC(C)CC(N)C(=O)NC(CSSCC(NC(=O)C(N)CC(C)C)C(O)=O)C(O)=O,0.48
ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C=C1,7.65
ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C=CC(Cl)=C1Cl,7.903
ClC1=C(Cl)C=C(C=C1)C1=C(Cl)C=CC=C1,6.287
CC1=NC2=C(O)C=CC(=C2C=C1)N(=O)=O,3.96
CNC(=O)O\N=C(/CSC)C(C)(C)C,1.623
ClC1=CC(Cl)=C(C=C1)C1=C(Cl)C=C(Cl)C=C1Cl,7.66
CC(C)=CC1C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,7.575
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,6.025
CCOC(=O)\C=C(/C)\C=C\CC(C)CCCC(C)C,5.125
ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C(Cl)=CC=C1,6.465
ClC1=CC=CC(Cl)=C1C1=CC(Cl)=C(Cl)C=C1,7.02
COC1=CC(=CC=C1\N=N\C1=CC=C(C=C1)N(CCO)CCO)N(=O)=O,4.699
CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2,1.57
COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,2.95
CC1=CC=C(NC(=O)NC(C)(C)C2=CC=CC=C2)C=C1,5.35
CN(C(=O)NC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1,3.35
CC1(OC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1)C=C,5.042
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,3.731
OC(=O)C1=C(C=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=C1)[N+]([O-])=O,3.479
O=C1CCCCCCCCCCCCCCN1,2.874
CCCCCC(=O)NCCNC(=O)CCCCC,3.108
CC(=O)OC(C(O)=O)C1=CC=CC=C1,1.231
CC(NCCC#N)C(O)=O,0.007
CC(C)C(NCCC#N)C(O)=O,1.124
CCCOCCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,3.795
CC(C)COC(=O)[C@H](C)OC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,3.287
CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1,7.243
O=C1NC=NC=C1,-0.586
NC(=O)C1(CCCCC1)N1C(=O)C2=C(C1=O)C(Cl)=CC=C2,4.01
ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,7.943
ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,9.291
ClC1=CC=CC(=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,8.604
ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,7.86
IC1=CC=C2COC(=O)C2=C1,3.211
CCCCC1(CC(C)C)C(=O)NC(=O)NC1=O,2.506
C\C=C(/Cl)C(O)=O,-0.919
CC\C=C(/C)C(OC(=O)C1C(C=C(C)C)C1(C)C)C#C,6.393
CC(=O)OCC(OC(C)=O)C1OC(OC(C)=O)C(OC(C)=O)C1OC(C)=O,2.662
CCN(CC(C)=C)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,6.046
CCCCN(CCCC)SN(C)C(=O)OC1=C2OC(C)(C)CC2=CC=C1,6.103
CCCCC(NC(N)=O)C(O)=O,2.162
CC(C)OC1=CC=CC(NC(=O)C2=C(C)C=CC=C2)=C1,4.326
ClC1=CC(Cl)=C(C=C1)C1=C(Cl)C(Cl)=C(Cl)C=C1Cl,7.471
CCOP(=S)(OCC)SCS(=O)(=O)C(C)(C)C,2.895
OC1=C(C2CC(CC3=CC=CC=C23)C2=CC=C(C=C2)C2=CC=C(Br)C=C2)C(=O)OC2=CC=CC=C12,8.139
CC(C)C(O)(C1=CC=C(OC(F)(F)F)C=C1)C1=CN=CN=C1,3.438
CNC(=O)N1C=C(F)C(=O)NC1=O,2.48
COP(=S)(OC)OC1=C(Cl)C=C(C)C=C1Cl,5.437
CSC1=NN=C(C(=O)N1\N=C\C(C)C)C(C)(C)C,4.429
ClC1=CC2=C(C=C1Cl)C1=C(O2)C(Cl)=C(Cl)C(Cl)=C1,9.161
NC(=O)CC(O)C(O)=O,0.249
CCN(C(=O)OC1=CC(NC(=O)OC(C)C)=CC=C1)C1=CC=CC=C1,5.057
COCC(=O)N(C(C)C(=O)OC)C1=C(C)C=CC=C1C,1.522
CC(C)OC(=O)C(C)N(C(=O)C1=CC=CC=C1)C1=CC(Cl)=C(F)C=C1,4.482
CC1=CC=C(C=C1)\N=N\C1=C(N)C=CC(C)=C1,3.902
CCC1(CC)C(N)=NC(=O)NC1=O,1.397
C\C(=C(/CC(O)=O)C(O)=O)C1=CC=CC=C1,3.017
CC1OC(=O)C2=CC(=CC=C12)N(=O)=O,2.616
O=C1NC2=C(NC1=O)C(=O)NC=N2,3.678
CO[C@H]1O[C@H](CNC(=O)N(CCCl)N=O)[C@H](O)[C@H](O)[C@H]1O,1.561
ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC=C(Cl)C(Cl)=C1Cl,8.239
COC(=O)[C@@H]1CN(C)C(=O)C1,-0.804
OCCN(CCO)C1=CC=C(C=C1)\N=N\C1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,5.222
CC(O)C(=O)NC1=C(I)C(C(=O)NC(CO)CO)=C(I)C(C(=O)NC(CO)CO)=C1I,0.744
ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC=CC(Cl)=C1Cl,7.4
ClC1=CC=C(OC2=CC=CC=C2Cl)C=C1Cl,5.199
NC1=C2C=C(C=CC2=C(C=C1S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O,0.319
COC(=O)C(\C)=C\OP(=S)(OC)OC,2.779
CC(C)C1OC(=O)C2=C1C=CC=C2,2.257
FC(F)(F)OC1=CC=C(NC(=O)NC(=O)C2=CC=CC=C2Cl)C=C1,7.157
NC(=O)COC(=O)C1=CC=CC=C1,1.64
CCNC(=O)COC(=O)C1=CC=CC=C1,2.237
CCN(CC)C(=O)COC(=O)C1=CC=CC=C1,2.071
COC1=NC(C)=NC(NC(=O)NS(=O)(=O)C2=C(Cl)C=CC=C2)=N1,1.062
CCOC(=O)\C=C(\C)C(O)=O,0.918
CC(C)OC1=CC(NC(=O)C2=C(C=CC=C2)C(F)(F)F)=CC=C1,4.695
CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1,5.604
CCC(CC)(CC)NC(N)=O,1.819
CC(CN1CCCCC1)CC1=CC=C(C=C1)C(C)(C)C,2.713
CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1,4.044
ClC1=CC(Cl)=C(C=C1)C1=CC(Cl)=CC(Cl)=C1Cl,7.82
ClC1=CC=C(C=C1)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,7.88
ClC1=CC(=C(Cl)C=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,8.01
CCOC(=O)CNC1=NC(Cl)=NC(NC(C)C)=N1,2.562
ClC1=CC=C(OC2=C(Cl)C=CC=C2)C(Cl)=C1,4.95
CC(C)C(NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,8.003
ClC1=CC(Cl)=C(NN(=O)=O)C=C1,3.0
CC(OC1=CC=C(OC2=C(Cl)C=C(C=N2)C(F)(F)F)C=C1)C(O)=O,3.921
ClC1=CC(Cl)=C(Cl)C=C1C1=C(Cl)C=CC=C1,7.251
ClC1=CC(=C(Cl)C=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1,7.315
CCN1C(O)=C(\N=N\C2=C(C=C(Cl)C=C2)N(=O)=O)C(C)=C(C#N)C1=O,6.69
CC(C)(C)C(O)C(OC1=CC=C(C=C1)C1=CC=CC=C1)N1C=NC=N1,5.097
COCC(=O)N([C@H](C)C(=O)OC)C1=C(C)C=CC=C1C,1.031
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC(C)=CS1,2.151
CCCCCCN1C[C@H](CC1=O)C(=O)OC,1.246
CN1N=C(C)C(C(=O)C2=C(Cl)C=C(Cl)C=C2)=C1OCC(=O)C1=CC=CC=C1,2.651
CS(=O)(=O)NC(=O)C1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,3.943
[O-][N+]1=NC(=NC2=CC=C(Cl)C=C12)N1C=CN=C1,3.862
CC1(C)C2CCC1(C)\C(C2)=N\OCC#C,2.312
ClC1=CC=CC=C1C1=NN=C(N=N1)C1=C(Cl)C=CC=C1,5.482
ClC1=CC(Cl)=C(Cl)C(=C1Cl)C1=CC(Cl)=C(Cl)C=C1,8.478
ClC1=CC(=CC(Cl)=C1Cl)C1=C(Cl)C=CC(Cl)=C1Cl,8.27
ClC1=CC(Cl)=C(C(Cl)=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,9.481
CC(C)(C)C(Br)C(=O)NC(C)(C)C1=CC=CC=C1,4.945
N#C\C(=N/OCC1OCCO1)C1=CC=CC=C1,4.065
O=C(NOC(=O)C1=CC=CO1)C1=CC=CO1,1.972
CCOC(=O)C(N)CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1,4.605
CC(O)(CN)C(O)=O,1.336
CSCOC(=O)C1=CC=CC=C1OC(C)=O,2.64
CC(OC1=C(Cl)C=CC=C1)C(O)=O,2.223
CC(OC1=CC=C(OC2=NC3=CC=C(Cl)C=C3N=C2)C=C1)C(O)=O,6.06
NC(N)=NC1=NC(CSCC\C(N)=N\S(N)(=O)=O)=CS1,2.528
COC(=O)\C=C\C(\C)=C\C(O)=O,0.875
COCC(=O)N(N1CCOC1=O)C1=C(C)C=CC=C1C,1.913
CCOCOC1=CC=C(C=C1)C(=O)NC1=C(Cl)C(Cl)=CC=C1,5.568
COC(=O)C1=C(C=C(C)C=C1)C1=NC(=O)C(C)(N1)C(C)C,2.46
CCCCCCCCCNC(=O)C1=CC=CN=C1,3.14
CCCCCCCCCCNC(=O)C1=CC=CN=C1,3.077
CCCCCCCCCCCNC(=O)C1=CC=CN=C1,3.027
NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1,1.773
CCOC(=O)CCN(SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2)C(C)C,4.71
CN1N=C(C)C(C(=O)C2=CC=C(Cl)C(C)=C2Cl)=C1OCC(=O)C1=CC=C(C)C=C1,6.521
OS(=O)(=O)C1=CSC=N1,-0.36
C[Si](CN1C=NC=N1)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,3.766
OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,1.043
CCC1=CC=CC(CC)=C1N(COC\C=C\C)C(=O)CCl,4.029
CCON=C(CC)C1=C(O)CC(CC1=O)C1=C(C)C=C(C)C=C1C,4.819
CCCCC(CN1C=NC=N1)(C#N)C1=CC=C(Cl)C=C1,3.308
COC1=NC(=CC=C1)N(C)C(=S)OC1=CC(=CC=C1)C(C)(C)C,6.014
OC(=O)C(Cl)=C(Br)Br,0.687
C\C(=N\NC1=NC(C)=CC(C)=N1)C1=C(C)C=CC=C1,3.196
NS(=O)(=O)C1=CN=C(O)C=C1,1.843
COC(=O)C(O)C(O)C(O)=O,-0.183
CCC(CC)COC(=O)NS(N)(=O)=O,1.749
OC1=C(C2CC(CC3=C2C=CC=C3)C2=CC=C(OCC3=CC=C(C=C3)C(F)(F)F)C=C2)C(=O)OC2=C1C=CC=C2,5.678
CC(C)CCC(C)C(O)=O,1.983
CC1=CC2=CC=C(Cl)C(C(O)=O)=C2N=C1,2.997
CCC(CC)(C(=O)NC)C(=O)NC,-0.031
CCCCC(CC)COC(=O)NS(N)(=O)=O,2.402
CC(C)C1=C(Br)C=CC(=O)C(O)=C1,3.67
CC(OC(=S)N(C)C)C(O)=O,0.947
CC(C)(C)C(NC=O)C(O)=O,1.901
NC(=O)C(=O)N\N=C\C=C\C1=CC=C(O1)N(=O)=O,4.8
CCCCC1=C2C=CC=CC2=CC2=C1C1=C(C=CC=C1)C=C2,7.525
CCOC(=O)C1=C(N(C)N=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1,4.456
OC(=O)CNC(=O)CNS(=O)(=O)C1=CC2=C(C=CC=C2)C=C1,2.695
OC1(CCN(CCCC(=O)C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,4.357
CC(=O)N1N=CC2=C1N=CNC2=O,2.376
COC1=C(CN(C(=O)CCl)C2=C(C)C=CC=C2C)SC=C1,4.469
CNC1=C(C(=O)C(O1)C1=CC=CC=C1)C1=CC(=CC=C1)C(F)(F)F,3.979
OC1=C(O)C=C(\C=C2/SC(=S)NC2=O)C=C1,3.343
CCOC1=NSC(N)=N1,0.651
CCCC\C(=C\C)C(N)=O,1.372
CC(C)(C)C(=O)OCN1N=CC2=C1N=CNC2=O,2.682
CCCC(=O)OCN1N=CC2=C1N=CN(COC(=O)CCC)C2=O,3.828
CN1C(=O)N(C)C2=C(N=C(C(O)=O)C(=O)N2)C1=O,2.323
CS(=O)(=O)C1=CC=C(C(=O)C2C(=O)CCCC2=O)C(Cl)=C1,3.299
CCC1OC(=O)C2=CC(=CC=C12)N(=O)=O,2.55
CCCCCCCOC(=O)C1=CN=CC=C1,2.743
CCOC1=C2N=CC=CC2=C(NC(C)=O)C=C1,1.517
CCC\C(=N\OCC)C1=C(O)CC(CC1=O)C1CCCSC1,3.91
COC(=O)C1=C(C=CC(=C1)N(=O)=O)C(O)=O,1.721
CN1C(=O)N=CC2=C1N=CC=N2,1.371
CCC(CCC(C)C)C(N)=O,2.352
OC(=O)CCCC(C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1,3.174
CC(C)C1(C)N=C(NC1=O)C1=NC=C(C)C=C1C(O)=O,2.092
CC(=O)OCCCS(=O)(=O)C1=CC=C(S1)S(N)(=O)=O,2.551
CC(CCC(O)=O)NC(=O)C1=CC=CC=C1,1.692
NS(=O)(=O)C1=CC2=C(S1)C(=O)CCS2,3.494
OCCN(CCO)C(=O)COC(=O)C1=CC=CC=C1,-0.43
CCOC(=O)CN(C)C(=O)COC(=O)C1=CC=CC=C1,1.668
O=C(COC(=O)C1=CC=CC=C1)N1CCCCC1,2.501
O=C(COC(=O)C1=CC=CC=C1)N1CCOCC1,1.773
NS(=O)(=O)C1=CC2=C(S1)S(=O)(=O)CCC2O,1.355
NS(=O)(=O)C1=CC=C(C=C1)S(=O)(=O)CCO,1.604
NS(=O)(=O)C1=CC=C(C=C1)S(=O)(=O)CCCO,1.589
CC(C)(O)CCS(=O)(=O)C1=CC=C(C=C1)S(N)(=O)=O,1.944
NS(=O)(=O)C1=CC=C(C(F)=C1)S(=O)(=O)CCCO,1.654
NS(=O)(=O)C1=CC(F)=C(C=C1)S(=O)(=O)CCCCO,2.3
COC1=C(OC2OC(CO)C(O)C(O)C2O)C=C(\C=N\NC(N)=S)C=C1,2.889
COC1=C(OC2OC(CO)C(O)C(O)C2O)C=CC(\C=N\NC(N)=S)=C1,2.865
O=C1CCCCCCCCCCCCCCCCCN1,2.847
OC(=O)CCCCC(C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1,3.43
CCCCOC1OC(CO[N+]([O-])=O)C(O[N+]([O-])=O)C(O[N+]([O-])=O)C1O[N+]([O-])=O,5.278
CC#CC1=CC(C)=NC(NC2=CC=CC=C2)=N1,4.857
CC(C)=C1OC(=O)N(C1=O)C1=C(F)C=C(Cl)C(OC2CCCC2)=C1,6.214
C[C@@H](OC1=CC=C(OC2=NC3=CC=C(Cl)C=C3N=C2)C=C1)C(=O)OCCON=C(C)C,5.848
CON(C)C(=O)NC1=CC=C(OC2=CC=C3C(OC(C)(CC3(C)C)OC)=C2)C=C1,6.001
CN1N=C(C)C(\C=N\OCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1,7.46
COCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O,1.84
CCC1C(C)OC1=O,0.667
CCCCNC(=O)COC(=O)C1=CC=CC=C1,2.759
OCC(CO)(CO)NC(=O)COC(=O)C1=CC=CC=C1,1.268
CCN(CC)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O,2.109
FC(OC(F)(F)F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1,6.967
CCNC(C)CC,0.21
COC(=O)C1=C(CC(C)C)C(C2=NCCS2)=C(N=C1C(F)F)C(F)(F)F,5.2
CC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(OC2=CC=C(Cl)C=C2)C=C1,4.433
CC(OC1=CC=C(OC2=NC3=CC=C(Cl)C=C3N=C2)C=C1)C(=O)OCC1CCCO1,5.03
OC(=O)C1=NN(N=C1C1=CC=CC=C1C(O)=O)C1=CC=CC=C1,2.189
OC(=O)CCCCCCNS(=O)(=O)C1=CC=CC=C1,2.047
FC1=CC=C(OC2=CC=NC3=CC(Cl)=CC(Cl)=C23)C=C1,6.424
CCOC1=C(OS(=O)(=O)NC(=O)NC2=NC(OC)=CC(OC)=N2)C=CC=C1,4.185
CCOC(=O)C(Cl)CC1=C(Cl)C=C(F)C(=C1)N1N=C(C)N(C(F)F)C1=O,4.273
CO\N=C(/C)C1=CC=CC(OC2=NC(OC)=CC(OC)=N2)=C1C(=O)OC,3.604
CCOC(=O)C(\NC=O)=C\C1=CC=C(C=C1)N(=O)=O,2.46
CCOC(=O)C(\NC=O)=C\C1=CC=C(Cl)C=C1,3.01
COC1=NC2=NC(=NN2C(OC)=C1)S(=O)(=O)NC1=C(Cl)C=CC(C)=C1Cl,3.32
CC1=CC(C)=NC(NC(=O)NS(=O)(=O)C2=C(C=CC=C2)C(=O)OC2COC2)=N1,3.893
CCOC(=O)C1(CC1)S(=O)(=O)C1=CC=C(C)C=C1,3.01
CC(C)OC(=O)C1(CCC1)S(=O)(=O)C1=CC=C(C=C1)N(=O)=O,3.76
COC(=O)C1(CCC1)S(=O)(=O)C1=CC=CC=C1,3.001
CC(C)C(C(=O)OC(C#N)C1=CC(OC2=CC=C(Br)C=C2)=CC=C1)C1=CC=C(OC(F)F)C=C1,8.173
ClC1=CC(Cl)=C(Cl)C(OC2=CC=CC=C2)=C1,5.189
CC(C)OC(=O)C1=CC(C2=NN(C)C(=C2Br)C(F)(F)F)=C(F)C=C1Cl,6.923
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@]12C,4.458
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3C(=O)C[C@]12C,4.304
CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,2.321
CCC1(CC)C(=O)NC(=O)N(C)C1=O,2.0
ClCCN(CCCl)P1(=O)NCCCO1,0.815
CCC(O)(COC(N)=O)C1=CC=CC=C1,0.923
C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@@H]2C(=O)CO,3.241
C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@]2(O)C(=O)CO,3.054
C[C@]12C[C@H](O)C3C(CCC4=CC(=O)C=C[C@]34C)C1CC[C@]2(O)C(=O)CO,3.209
C[C@]12CCC3C(CCC4=CC(O)=CC=C34)C1CC[C@@H]2O,4.879
ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,7.809
OC(=O)C1=C(Cl)C=CC(Cl)=C1Cl,1.467
C1=CC2=CC3=CC=C4C=CC=C5C=CC(=C2C=C1)C3=C45,8.192
CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,3.812
COC(=O)C1C2CCC(CC1OC(=O)C1=CC=CC=C1)N2C,2.227
CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,3.658
CN(C)CCC=C1C2=CC=CC=C2CCC2=C1C=CC=C2,4.456
CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,4.188
CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,5.097
CO[C@H]1[C@@H](CC2CN3CCC4=C(NC5=C4C=CC(OC)=C5)C3CC2[C@@H]1C(=O)OC)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1,3.921
CC(=O)OC1=C(C=CC=C1)C(O)=O,1.593
OC(=O)C1=C(Cl)C=C(Cl)C(Cl)=C1,2.445
CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC,4.374
N1C=NC2=C1C=CC=C2,1.769
C1CN1C1=NC(=NC(=N1)N1CC1)N1CC1,-0.292
FC1=CNC(=O)NC1=O,1.069
OC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,1.819
OC1CNC(C1)C(O)=O,-0.44
CNC[C@H](O)C1=CC=C(O)C(O)=C1,3.008
CCCC1=CC(=O)NC(=S)N1,2.152
NCCC1=CC=C(O)C=C1,1.12
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)C2CC[C@@]3(C)C(CC[C@@]33CCC(=O)O3)C12,4.277
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@]12C,4.369
S=P(N1CC1)(N1CC1)N1CC1,-0.002
CCC1(C(=O)NC(=O)NC1=O)C1=CCCCC1,2.169
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,2.061
NC1(CCCC1)C(O)=O,0.412
CC(C)(S)C(N)C(O)=O,0.128
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,0.331
C[C@]12CC(=O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@]2(O)C(=O)CO,3.11
C[C@]12CCC3C(CCC4=C3C=CC(O)=C4)C1CCC2=O,3.955
ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=C(Cl)C=CC=C1,6.505
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C)C1CCC2=O,3.657
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,5.582
NNC(=O)C1=CC=NC=C1,-0.009
CCN(CC)N=O,-0.016
NC(=O)C1=CC=CC=C1,0.953
OC(=O)C1=CC=NC=C1,1.374
ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,2.801
[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,2.216
CC(C)OP(F)(=O)OC(C)C,1.078
ClC(Cl)(Cl)Cl,2.288
C[C@]12C3CCC(O3)[C@@]1(C)C(=O)OC2=O,3.816
CN1C(=O)NC(=O)C(C)(C1=O)C1=CCCCC1,2.735
NCC(O)=O,-0.521
C[C@@H](N)C(O)=O,-0.265
N[C@@H](CO)C(O)=O,-0.607
CC(=O)OCC(=O)[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C,4.63
CC1=C2CCC3=C4C=CC5=CC=CC=C5C4=CC(C=C1)=C23,7.966
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,4.35
COC1=CC2=C(C=C1)N=CC=C2[C@H](O)C1C[C@@H]2CC[N@]1C[C@@H]2C=C,3.365
OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,2.111
OCC(O)CO,-1.036
OCC(O)C=O,0.489
N[C@H](CC(O)=O)C(O)=O,1.395
NCCCC[C@H](N)C(O)=O,-0.835
N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,3.102
CN(CC(O)=O)C(N)=N,0.994
C=CCN=C=S,1.695
CCCCCCCCCCCCCCCC(O)=O,6.807
CCCCCCCCCCCCCCCCCC(O)=O,5.678
NC(N)=O,-0.958
CC(C)(O)C(Cl)(Cl)Cl,1.346
O=C1CC2OCC=C3CN4CC[C@@]56C4CC3C2C5N1C1=C6C=CC=C1,3.32
CN1CC[C@@]23[C@H]4OC5=C2C(C[C@H]1[C@@H]3C=C[C@@H]4O)=CC=C5O,3.282
O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,3.897
CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1,1.885
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,2.574
CCC1(CC)C(=O)NC(=O)NC1=O,1.393
OC[C@H](O)[C@H](O)[C@@H](O)C(=O)CO,-0.635
CCCC(C)(COC(N)=O)COC(N)=O,1.667
CC(O)CO,-1.119
O=C1CCO1,-0.71
CN(C)[C@H]1C2CC3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C(Cl)=CC=C1O)[C@@]3(C)O,2.881
C[C@]12CCC3C(CCC4=CC(O)=CC=C34)C1CC[C@@]2(O)C#C,4.419
CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,2.268
CC(=O)[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C,4.553
CCC(=O)O[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C,5.367
CC(C)CCC[C@H](C)[C@H]1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@]12C,6.61
C[C@]12CCC3C(CCC4=C3C=CC(O)=C4)C1CC[C@H]2O,4.844
CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12,6.623
CN1CCC2=CC=CC3=C2C1CC1=CC=C(O)C(O)=C31,1.207
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0.954
CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,0.629
C[C@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C,3.95
C[C@]12CCC3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@@H]2O,4.091
CC1=CC(=O)C2=C(C=CC=C2)C1=O,3.032
O([As]1C2=C(OC3=C1C=CC=C3)C=CC=C2)[As]1C2=C(OC3=C1C=CC=C3)C=CC=C2,5.002
CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,4.397
OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,4.155
CN1C2=C(NC=N2)C(=O)N(C)C1=O,1.389
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1NC=NC2=O,1.23
COC1=CC=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1OC,3.987
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,4.6
OC1=C(Cl)C(Cl)=C(Cl)C=C1Cl,4.004
